document_id,filename,tahun_terbit,rentang_tahun,layer_1_primary,layer_2_primary,layer_1_all,layer_2_all,jumlah_label,indikator_outlier,content_snippet
177,akn_id_act_uu_1952_13.json,1952,1950 - 1954,Domain Tambahan,Perhitungan Ketentuan,"Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara, Domain Barat","Perhitungan Ketentuan, Barat Lembaran, Negara Republik, Lampiran Pelabuhan, Pajak Pasal, Pegawai Adalah, Uang Peraturan, Tambahan Ketentuan, Wilayah Agama, Peraturan Berlaku, Daerah Perkataan",16,No,DOKUMEN HUKUM: Undang-Undang Nomor 13 Tahun 1952 tentang Perubahan Berselang dari Jumlah Opsenten Atas Beberapa Pos dari Tarip Bea-bea Masuk  Pasal 1:...
178,akn_id_act_uu_1952_14.json,1952,1950 - 1954,Domain Tambahan,Pajak Pasal,"Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara, Domain Barat","Pajak Pasal, Uang Peraturan, Adalah Dana, Peraturan Berlaku, Paling Adalah, Daerah Perkataan, Hak Ciptaan",12,No,"DOKUMEN HUKUM: Undang-Undang Nomor 14 Tahun 1952 tentang Penunjukan Jawatan Regi Garam Sebgai Perusahaan I.b.w. dengan Nama Baru \""perusahaan Garam da..."
179,akn_id_act_uu_1952_15.json,1952,1950 - 1954,Domain Hak,Paling Adalah,"Domain Hak, Domain Negara, Domain Barat","Paling Adalah, Adalah Dana, Pegawai Adalah, Desa Kota, Pengetahuan Ilmu, Pengadilan Surat, Daerah Papua, Daerah Perkataan, Hak Ciptaan",12,No,"DOKUMEN HUKUM: Undang-Undang Nomor 15 Tahun 1952 tentang Penetapan Undang-undang Darurat Tentang \""bursa\"" (lembaran Negara Nr 79 Tahun 1951) Sebagai ..."
180,akn_id_act_uu_1952_16.json,1952,1950 - 1954,Domain Tambahan,Negara Republik,"Domain Tambahan, Domain Pajak, Domain Negara, Domain Barat","Negara Republik, Lampiran Pelabuhan, Uang Peraturan, Pegawai Adalah, Tambahan Ketentuan, Peraturan Berlaku, Pemerintah Government",11,No,DOKUMEN HUKUM: Undang-Undang Nomor 16 Tahun 1952 tentang Persetujuan Perjanjian Persahabatan Antara Negara Republik Indonesia dan Negara India  Pasal ...
181,akn_id_act_uu_1952_17.json,1952,1950 - 1954,Domain Tambahan,Negara Republik,"Domain Tambahan, Domain Pajak, Domain Negara, Domain Barat","Negara Republik, Lampiran Pelabuhan, Uang Peraturan, Pegawai Adalah, Tambahan Ketentuan, Peraturan Berlaku, Pemerintah Government",11,No,DOKUMEN HUKUM: Undang-Undang Nomor 17 Tahun 1952 tentang Persetujuan Perjanjian Persahabatan Antara Negara Republik Indonesia dan Negara Pakistan  Pas...
182,akn_id_act_uu_1952_18.json,1952,1950 - 1954,Domain Tambahan,Negara Republik,"Domain Tambahan, Domain Pajak, Domain Negara, Domain Barat","Negara Republik, Lampiran Pelabuhan, Uang Peraturan, Pegawai Adalah, Tambahan Ketentuan, Peraturan Berlaku, Pemerintah Government",11,No,DOKUMEN HUKUM: Undang-Undang Nomor 18 Tahun 1952 tentang Persetujuan Perjanjian Persahabatan Antara Negara Republik Indonesia dan Negara Uni Birma  Pa...
183,akn_id_act_uu_1952_19.json,1952,1950 - 1954,Domain Tambahan,Negara Republik,"Domain Tambahan, Domain Pajak, Domain Negara, Domain Barat","Negara Republik, Lampiran Pelabuhan, Uang Peraturan, Pegawai Adalah, Tambahan Ketentuan, Peraturan Berlaku, Pemerintah Government, Daerah Papua",12,No,DOKUMEN HUKUM: Undang-Undang Nomor 19 Tahun 1952 tentang Persetujuan Perjanjian Persahabatan Antara Negara Republik Indonesia dan Negara Republik Phil...
184,akn_id_act_uu_1952_2.json,1952,1950 - 1954,Domain Barat,Negara Republik,"Domain Barat, Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara","Negara Republik, Pegawai Adalah, Pengetahuan Ilmu, Pengadilan Surat, Paling Adalah, Barat Lembaran, Adalah Dana, Tambahan Ketentuan, Tingkat Kecamatan, Peraturan Berlaku, Pemerintah Government, Daerah Papua, Hak Ciptaan, Lampiran Pelabuhan, Desa Kota, Wilayah Agama, Daerah Perkataan, Perhitungan Ketentuan, Uang Peraturan, Pajak Pasal",25,No,"DOKUMEN HUKUM: Undang-Undang Nomor 2 Tahun 1952 tentang Penetapan ""undang-undang Darurat Tentang Pinjaman Darurat"" Sebagai Undang-undang  Pasal 1: Men..."
185,akn_id_act_uu_1952_20.json,1952,1950 - 1954,Domain Pajak,Uang Peraturan,"Domain Pajak, Domain Hak, Domain Negara, Domain Barat","Uang Peraturan, Pegawai Adalah, Pengadilan Surat, Daerah Perkataan",8,No,"DOKUMEN HUKUM: Undang-Undang Nomor 20 Tahun 1952 tentang Pensiun Pegawai Negeri Sipil  Pasal 1: Arti pegawai Negeri Dalam Undang - undang ini, yang di..."
186,akn_id_act_uu_1952_21.json,1952,1950 - 1954,Domain Hak,Paling Adalah,"Domain Hak, Domain Negara, Domain Barat","Paling Adalah, Uang Peraturan, Pegawai Adalah, Desa Kota, Pengetahuan Ilmu, Pengadilan Surat, Tingkat Kecamatan, Pemerintah Government, Daerah Papua, Daerah Perkataan, Hak Ciptaan",14,No,"DOKUMEN HUKUM: Undang-Undang Nomor 21 Tahun 1952 tentang Menetapkan ""undang-undang Darurat Tentang Hak Pengangkatan dan Pemberhentian Pegawai-pegawai ..."
187,akn_id_act_uu_1952_22.json,1952,1950 - 1954,Domain Hak,Pegawai Adalah,"Domain Hak, Domain Negara, Domain Barat","Pegawai Adalah, Pengadilan Surat, Wilayah Agama, Paling Adalah, Daerah Perkataan, Hak Ciptaan",9,No,DOKUMEN HUKUM: Undang-Undang Nomor 22 Tahun 1952 tentang Kemungkinan Hilangnya Surat Keputusan dan Surat-surat Pemeriksaan Pengadilan  Pasal 1: 1. Jik...
188,akn_id_act_uu_1952_23.json,1952,1950 - 1954,Domain Tambahan,Perhitungan Ketentuan,"Domain Tambahan, Domain Pajak, Domain Negara","Perhitungan Ketentuan, Negara Republik, Lampiran Pelabuhan, Uang Peraturan, Tambahan Ketentuan, Laporan Huruf, Pajak Pasal, Peraturan Berlaku, Daerah Perkataan",12,No,DOKUMEN HUKUM: Undang-Undang Nomor 23 Tahun 1952 tentang Penetapan Undang-undang Darurat Nr 3 Tahun 1950 (lembaran-negara Nr 4 Tahun 1950) Tentang Pun...
189,akn_id_act_uu_1952_24.json,1952,1950 - 1954,Domain Tambahan,Perhitungan Ketentuan,"Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara","Perhitungan Ketentuan, Negara Republik, Lampiran Pelabuhan, Uang Peraturan, Tambahan Ketentuan, Laporan Huruf, Pajak Pasal, Peraturan Berlaku, Daerah Perkataan",13,No,DOKUMEN HUKUM: Undang-Undang Nomor 24 Tahun 1952 tentang Penetapan Undang-undang Darurat Tentang Pungutan Tambahan Pokok Pajak Mengenai Pajak Kekayaan...
190,akn_id_act_uu_1952_3.json,1952,1950 - 1954,Domain Tambahan,Perhitungan Ketentuan,"Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara","Perhitungan Ketentuan, Negara Republik, Lampiran Pelabuhan, Uang Peraturan, Tambahan Ketentuan, Pajak Pasal, Peraturan Berlaku, Daerah Perkataan",12,No,"DOKUMEN HUKUM: Undang-Undang Nomor 3 Tahun 1952 tentang Penetapan ""undang-undang Darurat Tentang Memperpanjang Waktu Masih Terbukanya Dinas Tahun-angg..."
191,akn_id_act_uu_1952_4.json,1952,1950 - 1954,Domain Barat,Negara Republik,"Domain Barat, Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara","Negara Republik, Pegawai Adalah, Pengadilan Surat, Paling Adalah, Barat Lembaran, Tambahan Ketentuan, Tingkat Kecamatan, Peraturan Berlaku, Pemerintah Government, Daerah Papua, Hak Ciptaan, Lampiran Pelabuhan, Desa Kota, Wilayah Agama, Daerah Perkataan, Perhitungan Ketentuan, Uang Peraturan, Pajak Pasal",23,No,"DOKUMEN HUKUM: Undang-Undang Nomor 4 Tahun 1952 tentang Penetapan Undang-undang Darurat Tentang Penetapan Berlakunya Undang-undang, Undang-undang Daru..."
192,akn_id_act_uu_1952_5.json,1952,1950 - 1954,Domain Tambahan,Perhitungan Ketentuan,"Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara","Perhitungan Ketentuan, Negara Republik, Lampiran Pelabuhan, Uang Peraturan, Pajak Pasal, Peraturan Berlaku, Daerah Perkataan",11,No,DOKUMEN HUKUM: Undang-Undang Nomor 5 Tahun 1952 tentang Pembebasan Bea-masuk untuk Barang-barang Berupa Kiriman-kiriman Hadiah yang Bertujuan Kesejaht...
193,akn_id_act_uu_1952_6.json,1952,1950 - 1954,Domain Tambahan,Perhitungan Ketentuan,"Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara, Domain Barat","Perhitungan Ketentuan, Barat Lembaran, Negara Republik, Lampiran Pelabuhan, Pajak Pasal, Pegawai Adalah, Uang Peraturan, Tambahan Ketentuan, Wilayah Agama, Peraturan Berlaku, Pemerintah Government, Daerah Perkataan",17,No,"DOKUMEN HUKUM: Undang-Undang Nomor 6 Tahun 1952 tentang Penetapan ""undang-undang Nr 6 Tahun 1951 untuk Mengubah ""grondhuur Ordonantie"" (stbl 1918 Nr 8..."
194,akn_id_act_uu_1952_7.json,1952,1950 - 1954,Domain Tambahan,Perhitungan Ketentuan,"Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara, Domain Barat","Perhitungan Ketentuan, Barat Lembaran, Negara Republik, Lampiran Pelabuhan, Pajak Pasal, Pegawai Adalah, Uang Peraturan, Tambahan Ketentuan, Pengadilan Surat, Wilayah Agama, Peraturan Berlaku, Daerah Perkataan, Hak Ciptaan",18,No,DOKUMEN HUKUM: Undang-Undang Nomor 7 Tahun 1952 tentang Menetapkan Undang-undang Darurat Nr 14 Tahun 1951 Tentang Pemungutan Pajak Verponding Atas Tah...
195,akn_id_act_uu_1952_8.json,1952,1950 - 1954,Domain Tambahan,Perhitungan Ketentuan,"Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara, Domain Barat","Perhitungan Ketentuan, Negara Republik, Lampiran Pelabuhan, Pajak Pasal, Uang Peraturan, Tambahan Ketentuan, Wilayah Agama, Peraturan Berlaku, Daerah Perkataan",14,No,DOKUMEN HUKUM: Undang-Undang Nomor 8 Tahun 1952 tentang Pemungutan Pajak Verponding Tahun 1952
196,akn_id_act_uu_1952_9.json,1952,1950 - 1954,Domain Tambahan,Perhitungan Ketentuan,"Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara, Domain Barat","Perhitungan Ketentuan, Barat Lembaran, Negara Republik, Lampiran Pelabuhan, Pajak Pasal, Uang Peraturan, Tambahan Ketentuan, Wilayah Agama, Peraturan Berlaku, Daerah Perkataan",15,No,DOKUMEN HUKUM: Undang-Undang Nomor 9 Tahun 1952 tentang Perubahan Atas Ordonansi Pajak Perseroan Tahun 1925
197,akn_id_act_uu_1953_1.json,1953,1950 - 1954,Domain Pajak,Paling Adalah,"Domain Pajak, Domain Hak, Domain Negara, Domain Barat","Paling Adalah, Uang Peraturan, Pegawai Adalah, Adalah Dana, Desa Kota, Pengadilan Surat, Wilayah Agama, Daerah Papua, Daerah Perkataan, Hak Ciptaan",14,No,DOKUMEN HUKUM: Undang-Undang Nomor 1 Tahun 1953 tentang PENETAPAN UNDANG-UNDANG DARURAT TENTANG PENIMBUNAN BARANG-BARANG (UNDANG-UNDANG DARURAT NOMOR ...
198,akn_id_act_uu_1953_10.json,1953,1950 - 1954,Domain Barat,Negara Republik,"Domain Barat, Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara","Negara Republik, Pegawai Adalah, Pengadilan Surat, Paling Adalah, Barat Lembaran, Adalah Dana, Tambahan Ketentuan, Tingkat Kecamatan, Peraturan Berlaku, Pemerintah Government, Daerah Papua, Hak Ciptaan, Lampiran Pelabuhan, Desa Kota, Wilayah Agama, Daerah Perkataan, Perhitungan Ketentuan, Uang Peraturan, Pajak Pasal",24,No,DOKUMEN HUKUM: Undang-Undang Nomor 10 Tahun 1953 tentang Kedudukan Keuangan Ketua dan Anggauta Dewan Perwakilan Rakyat Republik Indonesia  Pasal 6: Te...
199,akn_id_act_uu_1953_11.json,1953,1950 - 1954,Domain Hak,Uang Peraturan,"Domain Hak, Domain Negara","Uang Peraturan, Adalah Dana, Pengadilan Surat, Paling Adalah, Daerah Perkataan, Hak Ciptaan",8,No,DOKUMEN HUKUM: Undang-Undang Nomor 11 Tahun 1953 tentang Penetapan Undang-undang Pokok Bank Indonesia Penetapan Peraturan dalam Undang-undang Darurat ...
200,akn_id_act_uu_1953_12.json,1953,1950 - 1954,Domain Barat,Negara Republik,"Domain Barat, Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara","Negara Republik, Pegawai Adalah, Pengadilan Surat, Paling Adalah, Barat Lembaran, Tambahan Ketentuan, Tingkat Kecamatan, Peraturan Berlaku, Pemerintah Government, Daerah Papua, Hak Ciptaan, Lampiran Pelabuhan, Desa Kota, Wilayah Agama, Daerah Perkataan, Uang Peraturan, Pajak Pasal",22,No,DOKUMEN HUKUM: Undang-Undang Nomor 12 Tahun 1953 tentang Penetapan Peraturan Dalam Undang-Undang Darurat Nomor 4 Tahun 1950 tentang Penerimaan Anggota...
201,akn_id_act_uu_1953_13.json,1953,1950 - 1954,Domain Barat,Negara Republik,"Domain Barat, Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara","Negara Republik, Pegawai Adalah, Pengadilan Surat, Paling Adalah, Barat Lembaran, Tambahan Ketentuan, Tingkat Kecamatan, Peraturan Berlaku, Pemerintah Government, Daerah Papua, Hak Ciptaan, Lampiran Pelabuhan, Desa Kota, Wilayah Agama, Daerah Perkataan, Perhitungan Ketentuan, Uang Peraturan, Pajak Pasal",23,No,DOKUMEN HUKUM: Undang-Undang Nomor 13 Tahun 1953 tentang Penetapan Peraturan dalam Undang-undang Darurat Nomor 12 Tahun 1952 (lembaran-negara Nomor 84...
202,akn_id_act_uu_1953_14.json,1953,1950 - 1954,Domain Barat,Negara Republik,"Domain Barat, Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara","Negara Republik, Pegawai Adalah, Pengadilan Surat, Paling Adalah, Barat Lembaran, Tambahan Ketentuan, Tingkat Kecamatan, Peraturan Berlaku, Pemerintah Government, Daerah Papua, Hak Ciptaan, Lampiran Pelabuhan, Desa Kota, Wilayah Agama, Daerah Perkataan, Perhitungan Ketentuan, Uang Peraturan, Pajak Pasal",23,No,DOKUMEN HUKUM: Undang-Undang Nomor 14 Tahun 1953 tentang Perlakuan Terhadap Anggota Angkatan Perang yang Diperhentikan dari Dinas Ketentaraan Karena T...
203,akn_id_act_uu_1953_15.json,1953,1950 - 1954,Domain Tambahan,Negara Republik,"Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara, Domain Barat","Negara Republik, Uang Peraturan, Pegawai Adalah, Pengadilan Surat, Peraturan Berlaku, Pemerintah Government, Daerah Perkataan",12,No,DOKUMEN HUKUM: Undang-Undang Nomor 15 Tahun 1953 tentang Penerimaan Anggota Angkatan Perang Sukarela  Pasal 1: Penerimaan anggota Angkatan Perang sela...
204,akn_id_act_uu_1953_17.json,1953,1950 - 1954,Domain Tambahan,Perhitungan Ketentuan,"Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara, Domain Barat","Perhitungan Ketentuan, Negara Republik, Lampiran Pelabuhan, Pajak Pasal, Pegawai Adalah, Uang Peraturan, Pengadilan Surat, Peraturan Berlaku, Pemerintah Government, Daerah Perkataan",15,No,DOKUMEN HUKUM: Undang-Undang Nomor 17 Tahun 1953 tentang Akibat-akibat dari Pada Undang-undang Tentang Kewajiban Anggota Angkatan Perang untuk Tetap d...
205,akn_id_act_uu_1953_18.json,1953,1950 - 1954,Domain Barat,Pegawai Adalah,"Domain Barat, Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara","Pegawai Adalah, Pengadilan Surat, Laporan Huruf, Paling Adalah, Adalah Dana, Tambahan Ketentuan, Peraturan Berlaku, Hak Ciptaan, Lampiran Pelabuhan, Desa Kota, Daerah Perkataan, Perhitungan Ketentuan, Uang Peraturan, Pajak Pasal",19,No,DOKUMEN HUKUM: Undang-Undang Nomor 18 Tahun 1953 tentang Merawat Orang-orang Miskin dan Orang-orang yang Kurang Mampu  Pasal 3: Penetapan dan pertangg...
206,akn_id_act_uu_1953_19.json,1953,1950 - 1954,Belum Diklasifikasi,Paling Adalah,,Paling Adalah,1,Yes,DOKUMEN HUKUM: Undang-Undang Nomor 19 Tahun 1953 tentang Pengubahan Bea Pembubaran yang Ditetapkan dalam Pasal 5 Ayat 2 ï¿½jachtordonnantie Java En Ma...
207,akn_id_act_uu_1953_2.json,1953,1950 - 1954,Belum Diklasifikasi,Daerah Perkataan,,Daerah Perkataan,1,Yes,DOKUMEN HUKUM: Undang-Undang Nomor 2 Tahun 1953 tentang Mengubah dan Menambah Ordonansi Pajak Rumah Tangga 1908  Pasal 1: Ordonansi Pajak Rumah tangga...
208,akn_id_act_uu_1953_20.json,1953,1950 - 1954,Domain Barat,Negara Republik,"Domain Barat, Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara","Negara Republik, Pegawai Adalah, Barat Lembaran, Adalah Dana, Tambahan Ketentuan, Peraturan Berlaku, Pemerintah Government, Daerah Papua, Hak Ciptaan, Lampiran Pelabuhan, Wilayah Agama, Daerah Perkataan, Perhitungan Ketentuan, Uang Peraturan, Pajak Pasal",20,No,DOKUMEN HUKUM: Undang-Undang Nomor 20 Tahun 1953 tentang Pengesahan Perjanjian Pinjaman Tambahan Republik Indonesia dengan Export-import Bank of Washi...
209,akn_id_act_uu_1953_21.json,1953,1950 - 1954,Domain Tambahan,Negara Republik,"Domain Tambahan, Domain Pajak, Domain Negara, Domain Barat","Negara Republik, Lampiran Pelabuhan, Uang Peraturan, Pegawai Adalah, Tambahan Ketentuan, Peraturan Berlaku, Pemerintah Government, Daerah Papua",12,No,DOKUMEN HUKUM: Undang-Undang Nomor 21 Tahun 1953 tentang Persetujuan Perjanjian Persahabatan Antara Republik Indonesia dan Republik Suria  Pasal 1: Pe...
210,akn_id_act_uu_1953_22.json,1953,1950 - 1954,Domain Tambahan,Perhitungan Ketentuan,"Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara, Domain Barat","Perhitungan Ketentuan, Barat Lembaran, Negara Republik, Lampiran Pelabuhan, Pajak Pasal, Pegawai Adalah, Uang Peraturan, Tambahan Ketentuan, Pengadilan Surat, Wilayah Agama, Peraturan Berlaku, Pemerintah Government, Daerah Perkataan",18,No,DOKUMEN HUKUM: Undang-Undang Nomor 22 Tahun 1953 tentang Pembubaran Komisi Urusan Perburuhan  Pasal 1: Komisi Urusan Perburuhan sebagai dimaksudkan da...
211,akn_id_act_uu_1953_23.json,1953,1950 - 1954,Domain Hak,Paling Adalah,"Domain Hak, Domain Negara, Domain Barat","Paling Adalah, Uang Peraturan, Pegawai Adalah, Desa Kota, Pengetahuan Ilmu, Pengadilan Surat, Pemerintah Government, Daerah Papua, Daerah Perkataan, Hak Ciptaan",13,No,DOKUMEN HUKUM: Undang-Undang Nomor 23 Tahun 1953 tentang Kewajiban Melaporkan Perusahaan  Pasal 1: Dalam Undang - undang ini j ang dimaksudkan dengan:...
212,akn_id_act_uu_1953_24.json,1953,1950 - 1954,Domain Barat,Negara Republik,"Domain Barat, Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara","Negara Republik, Pegawai Adalah, Pengadilan Surat, Barat Lembaran, Tambahan Ketentuan, Peraturan Berlaku, Pemerintah Government, Hak Ciptaan, Lampiran Pelabuhan, Wilayah Agama, Daerah Perkataan, Perhitungan Ketentuan, Uang Peraturan, Pajak Pasal",19,No,DOKUMEN HUKUM: Undang-Undang Nomor 24 Tahun 1953 tentang Penetapan ï¿½undang-undang Darurat Nomor 18 Tahun 1951 untuk Membatasi Masa Berlakunya Undang...
213,akn_id_act_uu_1953_25.json,1953,1950 - 1954,Domain Pajak,Paling Adalah,"Domain Pajak, Domain Hak, Domain Barat, Domain Negara","Paling Adalah, Pegawai Adalah, Uang Peraturan, Adalah Dana, Desa Kota, Pengadilan Surat, Pajak Pasal, Daerah Papua, Daerah Perkataan, Hak Ciptaan",14,No,"DOKUMEN HUKUM: Undang-Undang Nomor 25 Tahun 1953 tentang Penetapan ""undang-undang Darurat Nomor 12 Tahun 1950, Tentang Mengadakan Pajak Peredaran 1950..."
214,akn_id_act_uu_1953_26.json,1953,1950 - 1954,Domain Barat,Negara Republik,"Domain Barat, Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara","Negara Republik, Pegawai Adalah, Pengadilan Surat, Laporan Huruf, Paling Adalah, Barat Lembaran, Adalah Dana, Tambahan Ketentuan, Peraturan Berlaku, Pemerintah Government, Hak Ciptaan, Lampiran Pelabuhan, Wilayah Agama, Daerah Perkataan, Perhitungan Ketentuan, Uang Peraturan, Pajak Pasal",22,No,"DOKUMEN HUKUM: Undang-Undang Nomor 26 Tahun 1953 tentang Penetapan ""undang-undang Darurat Tentang Larangan untuk Mempergunakan dan Memasukkan dalam Pe..."
215,akn_id_act_uu_1953_27.json,1953,1950 - 1954,Domain Tambahan,Paling Adalah,"Domain Tambahan, Domain Hak, Domain Negara, Domain Barat","Paling Adalah, Uang Peraturan, Pegawai Adalah, Adalah Dana, Tambahan Ketentuan, Pengadilan Surat, Daerah Papua, Daerah Perkataan, Hak Ciptaan",13,No,"DOKUMEN HUKUM: Undang-Undang Nomor 27 Tahun 1953 tentang Penetapan ""undang-undang Darurat Tentang Penghentian Berlakunya ""indische Muntwet 1912"" dan P..."
216,akn_id_act_uu_1953_28.json,1953,1950 - 1954,Domain Tambahan,Perhitungan Ketentuan,"Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara, Domain Barat","Perhitungan Ketentuan, Barat Lembaran, Negara Republik, Lampiran Pelabuhan, Pajak Pasal, Pegawai Adalah, Uang Peraturan, Peraturan Berlaku, Daerah Perkataan",14,No,"DOKUMEN HUKUM: Undang-Undang Nomor 28 Tahun 1953 tentang Penetapan ""undang-undang Darurat Nomor 9 Tahun 1951,tentang Memperpanjang Waktu Berlakunya Op..."
217,akn_id_act_uu_1953_29.json,1953,1950 - 1954,Domain Tambahan,Perhitungan Ketentuan,"Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara, Domain Barat","Perhitungan Ketentuan, Barat Lembaran, Pajak Pasal, Uang Peraturan, Adalah Dana, Tambahan Ketentuan, Laporan Huruf, Peraturan Berlaku, Paling Adalah, Daerah Perkataan",15,No,"DOKUMEN HUKUM: Undang-Undang Nomor 29 Tahun 1953 tentang Penetapan ï¿½undang-undang Darurat Nomor 4 Tahun 1953, Tentang Pengenaan Tambahan Opsenten At..."
218,akn_id_act_uu_1953_3.json,1953,1950 - 1954,Domain Tambahan,Negara Republik,"Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara","Negara Republik, Pajak Pasal, Peraturan Berlaku, Daerah Perkataan",8,No,"DOKUMEN HUKUM: Undang-Undang Nomor 3 Tahun 1953 tentang Pembukaan Apotik  Pasal 2: Dalam tiap - tiap surat - izin, sebagaimana dimaksud dalam Pasal 1,..."
219,akn_id_act_uu_1953_30.json,1953,1950 - 1954,Domain Tambahan,Perhitungan Ketentuan,"Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara","Perhitungan Ketentuan, Negara Republik, Lampiran Pelabuhan, Uang Peraturan, Tambahan Ketentuan, Pajak Pasal, Peraturan Berlaku, Pemerintah Government, Daerah Perkataan",13,No,"DOKUMEN HUKUM: Undang-Undang Nomor 30 Tahun 1953 tentang Penetapan ""uu Drt 4-1953 Tentang Pengenaan Tambahan Opsenten Atas Bensin dan Sebagainya""  Pas..."
220,akn_id_act_uu_1953_31.json,1953,1950 - 1954,Domain Barat,Negara Republik,"Domain Barat, Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara","Negara Republik, Pegawai Adalah, Pengadilan Surat, Laporan Huruf, Paling Adalah, Barat Lembaran, Adalah Dana, Tambahan Ketentuan, Peraturan Berlaku, Pemerintah Government, Daerah Papua, Lampiran Pelabuhan, Wilayah Agama, Daerah Perkataan, Perhitungan Ketentuan, Uang Peraturan, Pajak Pasal",22,No,"DOKUMEN HUKUM: Undang-Undang Nomor 31 Tahun 1953 tentang Penetapan Undang-undang Darurat Nomor 15 Tahun 1952, untuk Pemungutan Pajak Verponding untuk ..."
221,akn_id_act_uu_1953_32.json,1953,1950 - 1954,Domain Tambahan,Perhitungan Ketentuan,"Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara, Domain Barat","Perhitungan Ketentuan, Barat Lembaran, Negara Republik, Lampiran Pelabuhan, Pajak Pasal, Pegawai Adalah, Uang Peraturan, Tambahan Ketentuan, Pengadilan Surat, Wilayah Agama, Peraturan Berlaku, Pemerintah Government, Daerah Perkataan",18,No,"DOKUMEN HUKUM: Undang-Undang Nomor 32 Tahun 1953 tentang penetapan ""undang-undang Darurat Nomor 23 Tahun 1951, Tentang Pengubahan dan Penambahan Ordon..."
222,akn_id_act_uu_1953_33.json,1953,1950 - 1954,Domain Barat,Negara Republik,"Domain Barat, Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara","Negara Republik, Pegawai Adalah, Pengadilan Surat, Paling Adalah, Barat Lembaran, Tambahan Ketentuan, Peraturan Berlaku, Pemerintah Government, Hak Ciptaan, Lampiran Pelabuhan, Wilayah Agama, Daerah Perkataan, Perhitungan Ketentuan, Uang Peraturan, Pajak Pasal",20,No,"DOKUMEN HUKUM: Undang-Undang Nomor 33 Tahun 1953 tentang Penetapan ï¿½undang-undang Darurat Nomor 19 Tahun 1951, Tentang Pemungutan Pajak Penjualanï¿½..."
223,akn_id_act_uu_1953_34.json,1953,1950 - 1954,Domain Tambahan,Perhitungan Ketentuan,"Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara, Domain Barat","Perhitungan Ketentuan, Barat Lembaran, Negara Republik, Lampiran Pelabuhan, Pajak Pasal, Pegawai Adalah, Uang Peraturan, Tambahan Ketentuan, Laporan Huruf, Wilayah Agama, Peraturan Berlaku, Pemerintah Government, Daerah Perkataan",18,No,"DOKUMEN HUKUM: Undang-Undang Nomor 34 Tahun 1953 tentang Penetapan ""undang-undang Darurat Nomor 15 Tahun 1951, Penilaian dari Bagian-bagian Pendapatan..."
224,akn_id_act_uu_1953_35.json,1953,1950 - 1954,Domain Tambahan,Paling Adalah,"Domain Tambahan, Domain Pajak, Domain Hak, Domain Negara, Domain Barat","Paling Adalah, Pajak Pasal, Pegawai Adalah, Uang Peraturan, Adalah Dana, Desa Kota, Pengadilan Surat, Peraturan Berlaku, Daerah Papua, Daerah Perkataan, Hak Ciptaan",16,No,"DOKUMEN HUKUM: Undang-Undang Nomor 35 Tahun 1953 tentang Penetapan ï¿½undang-undang Darurat Nomor 19 Tahun 1951, Tentang Pemungutan Pajak Penjualanï¿½..."
225,akn_id_act_uu_1953_36.json,1953,1950 - 1954,Domain Hak,Belum Diklasifikasi,Domain Hak,,1,No,DOKUMEN HUKUM: Undang-Undang Nomor 36 Tahun 1953 tentang BANK TABUNGAN POS  Pasal 4: Tentang mengatur cara menabung. Cara menabung dan mengambil uang ...
